cp7,concelho,distrito
9020-198,Funchal,Ilha da Madeira
9000-048,Funchal,Ilha da Madeira
9000-038,Funchal,Ilha da Madeira
9020-062,Funchal,Ilha da Madeira
9000-088,Funchal,Ilha da Madeira
9000-767,Funchal,Ilha da Madeira
9000-776,Funchal,Ilha da Madeira
9000-020,Funchal,Ilha da Madeira
9000-250,Funchal,Ilha da Madeira
9000-000,Funchal,Ilha da Madeira
9000-167,Funchal,Ilha da Madeira
9000-154,Funchal,Ilha da Madeira
9000-643,Funchal,Ilha da Madeira
9050-064,Funchal,Ilha da Madeira
9000-641,Funchal,Ilha da Madeira
9000-174,Funchal,Ilha da Madeira
9000-166,Funchal,Ilha da Madeira
9000-100,Funchal,Ilha da Madeira
9000-059,Funchal,Ilha da Madeira
9000-170,Funchal,Ilha da Madeira
9020-411,Funchal,Ilha da Madeira
9000-064,Funchal,Ilha da Madeira
9050-555,Funchal,Ilha da Madeira
9060-380,Funchal,Ilha da Madeira
9000-080,Funchal,Ilha da Madeira
9050-052,Funchal,Ilha da Madeira
9020-176,Funchal,Ilha da Madeira
9000-141,Funchal,Ilha da Madeira
9000-050,Funchal,Ilha da Madeira
9000-739,Funchal,Ilha da Madeira
9000-081,Funchal,Ilha da Madeira
9000-111,Funchal,Ilha da Madeira
9000-017,Funchal,Ilha da Madeira
9000-690,Funchal,Ilha da Madeira
9020-000,,
9060-271,Funchal,Ilha da Madeira
9000-028,Funchal,Ilha da Madeira
9000-273,Funchal,Ilha da Madeira
9000-754,Funchal,Ilha da Madeira
9020-103,Funchal,Ilha da Madeira
9200-000,,
9200-216,Machico,Ilha da Madeira
9225-000,,
9200-201,Machico,Ilha da Madeira
9200-134,Machico,Ilha da Madeira
9225-050,Machico,Ilha da Madeira
9200-112,Machico,Ilha da Madeira
9200-032,Machico,Ilha da Madeira
9200-209,Machico,Ilha da Madeira
9230-000,,
9125-000,,
9100-146,Santa Cruz,Ilha da Madeira
9100-000,,
9100-156,Santa Cruz,Ilha da Madeira
9135-430,Santa Cruz,Ilha da Madeira
9135-000,,
9100-180,Santa Cruz,Ilha da Madeira
9270-000,,
9400-000,,
9360-516,Ponta do Sol,Ilha da Madeira
9360-000,,
9360-559,Ponta do Sol,Ilha da Madeira
9360-544,Ponta do Sol,Ilha da Madeira
9360-561,Ponta do Sol,Ilha da Madeira
9360-537,Ponta do Sol,Ilha da Madeira
9360-523,Ponta do Sol,Ilha da Madeira
9360-543,Ponta do Sol,Ilha da Madeira
9240-019,São Vicente,Ilha da Madeira
9240-108,São Vicente,Ilha da Madeira
9240-217,São Vicente,Ilha da Madeira
9240-020,São Vicente,Ilha da Madeira
9240-215,São Vicente,Ilha da Madeira
9240-207,São Vicente,Ilha da Madeira
9240-000,,
9240-211,São Vicente,Ilha da Madeira
9240-216,São Vicente,Ilha da Madeira
9240-222,São Vicente,Ilha da Madeira
9350-146,Ribeira Brava,Ilha da Madeira
9350-000,,
9350-416,Ribeira Brava,Ilha da Madeira
9350-419,Ribeira Brava,Ilha da Madeira
9350-091,Ribeira Brava,Ilha da Madeira
9325-000,,
9300-000,,
9300-029,Câmara de Lobos,Ilha da Madeira
9325-052,Câmara de Lobos,Ilha da Madeira
9300-091,Câmara de Lobos,Ilha da Madeira
9300-092,Câmara de Lobos,Ilha da Madeira
9300-306,Câmara de Lobos,Ilha da Madeira
9300-006,Câmara de Lobos,Ilha da Madeira
9325-331,Câmara de Lobos,Ilha da Madeira
9300-303,Câmara de Lobos,Ilha da Madeira
9300-076,Câmara de Lobos,Ilha da Madeira
9300-167,Câmara de Lobos,Ilha da Madeira
9300-161,Câmara de Lobos,Ilha da Madeira
9300-004,Câmara de Lobos,Ilha da Madeira
9300-155,Câmara de Lobos,Ilha da Madeira
9300-090,Câmara de Lobos,Ilha da Madeira
9300-166,Câmara de Lobos,Ilha da Madeira
9370-572,Calheta,Ilha da Madeira
9370-175,Calheta,Ilha da Madeira
9370-057,Calheta,Ilha da Madeira
9370-264,Calheta,Ilha da Madeira
9370-620,Calheta,Ilha da Madeira
9370-112,,
9370-711,Calheta,Ilha da Madeira
9370-056,Calheta,Ilha da Madeira
9370-715,Calheta,Ilha da Madeira
9370-048,Calheta,Ilha da Madeira
9370-075,Calheta,Ilha da Madeira
9370-275,Calheta,Ilha da Madeira
9370-765,Calheta,Ilha da Madeira
9370-644,Calheta,Ilha da Madeira
9370-136,Calheta,Ilha da Madeira
9370-217,,
9370-077,Calheta,Ilha da Madeira
9370-635,Calheta,Ilha da Madeira
9370-731,Calheta,Ilha da Madeira
9370-090,Calheta,Ilha da Madeira
9370-611,Calheta,Ilha da Madeira
9370-079,Calheta,Ilha da Madeira
9370-581,Calheta,Ilha da Madeira
9370-000,,
9370-139,Calheta,Ilha da Madeira
9370-705,Calheta,Ilha da Madeira
9370-640,Calheta,Ilha da Madeira
9370-255,Calheta,Ilha da Madeira
4950-000,,
4910-000,,
4930-000,,
4930-304,Valença,Viana do Castelo
4990-000,,
4983-500,,
4980-000,,
4935-051,,
4900-000,,
4935-000,,
4970-515,Arcos de Valdevez,Viana do Castelo
9400-075,Porto Santo,Ilha de Porto Santo
9400-198,Porto Santo,Ilha de Porto Santo
9400-139,Porto Santo,Ilha de Porto Santo
9400-230,Porto Santo,Ilha de Porto Santo
9400-132,Porto Santo,Ilha de Porto Santo
9400-140,Porto Santo,Ilha de Porto Santo
9400-060,Porto Santo,Ilha de Porto Santo
9400-172,Porto Santo,Ilha de Porto Santo
9400-035,Porto Santo,Ilha de Porto Santo
9400-045,Porto Santo,Ilha de Porto Santo
9400-192,Porto Santo,Ilha de Porto Santo
9400-137,Porto Santo,Ilha de Porto Santo
9400-131,Porto Santo,Ilha de Porto Santo
9400-200,Porto Santo,Ilha de Porto Santo
9400-210,Porto Santo,Ilha de Porto Santo
9400-133,Porto Santo,Ilha de Porto Santo
9400-085,Porto Santo,Ilha de Porto Santo
9400-155,Porto Santo,Ilha de Porto Santo
9400-199,Porto Santo,Ilha de Porto Santo
9400-010,Porto Santo,Ilha de Porto Santo
9400-191,Porto Santo,Ilha de Porto Santo
9400-242,Porto Santo,Ilha de Porto Santo
9400-159,Porto Santo,Ilha de Porto Santo
9400-197,Porto Santo,Ilha de Porto Santo
9400-212,Porto Santo,Ilha de Porto Santo
9400-181,Porto Santo,Ilha de Porto Santo
9400-162,Porto Santo,Ilha de Porto Santo
9400-213,Porto Santo,Ilha de Porto Santo
9675-061,Povoação,Ilha de São Miguel
9675-022,Povoação,Ilha de São Miguel
9500-517,,
9500-087,Ponta Delgada,Ilha de São Miguel
9555-066,Ponta Delgada,Ilha de São Miguel
9500-417,,
9545-032,Ponta Delgada,Ilha de São Miguel
9500-607,,
9545-036,Ponta Delgada,Ilha de São Miguel
9555-016,Ponta Delgada,Ilha de São Miguel
9545-026,Ponta Delgada,Ilha de São Miguel
9555-040,Ponta Delgada,Ilha de São Miguel
9555-060,Ponta Delgada,Ilha de São Miguel
9500-020,Ponta Delgada,Ilha de São Miguel
9500-076,Ponta Delgada,Ilha de São Miguel
9545-028,Ponta Delgada,Ilha de São Miguel
9500-015,Ponta Delgada,Ilha de São Miguel
9500-068,Ponta Delgada,Ilha de São Miguel
9555-015,Ponta Delgada,Ilha de São Miguel
9545-064,Ponta Delgada,Ilha de São Miguel
9555-047,Ponta Delgada,Ilha de São Miguel
9500-079,Ponta Delgada,Ilha de São Miguel
9500-032,Ponta Delgada,Ilha de São Miguel
9500-050,Ponta Delgada,Ilha de São Miguel
9500-078,Ponta Delgada,Ilha de São Miguel
9500-082,Ponta Delgada,Ilha de São Miguel
9500-044,Ponta Delgada,Ilha de São Miguel
9555-043,,
9545-027,Ponta Delgada,Ilha de São Miguel
9500-040,Ponta Delgada,Ilha de São Miguel
9545-053,Ponta Delgada,Ilha de São Miguel
9500-065,Ponta Delgada,Ilha de São Miguel
9500-083,Ponta Delgada,Ilha de São Miguel
9500-031,Ponta Delgada,Ilha de São Miguel
9545-021,Ponta Delgada,Ilha de São Miguel
9500-099,Ponta Delgada,Ilha de São Miguel
9555-061,Ponta Delgada,Ilha de São Miguel
9545-025,Ponta Delgada,Ilha de São Miguel
9500-013,Ponta Delgada,Ilha de São Miguel
9500-042,Ponta Delgada,Ilha de São Miguel
9545-056,Ponta Delgada,Ilha de São Miguel
9555-069,Ponta Delgada,Ilha de São Miguel
9500-016,Ponta Delgada,Ilha de São Miguel
9555-023,Ponta Delgada,Ilha de São Miguel
9500-043,Ponta Delgada,Ilha de São Miguel
9500-014,Ponta Delgada,Ilha de São Miguel
9555-041,Ponta Delgada,Ilha de São Miguel
9545-011,Ponta Delgada,Ilha de São Miguel
9545-066,Ponta Delgada,Ilha de São Miguel
9500-075,Ponta Delgada,Ilha de São Miguel
9500-095,Ponta Delgada,Ilha de São Miguel
9500-097,Ponta Delgada,Ilha de São Miguel
9500-070,Ponta Delgada,Ilha de São Miguel
9555-093,Ponta Delgada,Ilha de São Miguel
9545-029,Ponta Delgada,Ilha de São Miguel
9500-022,Ponta Delgada,Ilha de São Miguel
9500-026,Ponta Delgada,Ilha de São Miguel
9500-071,Ponta Delgada,Ilha de São Miguel
9500-096,Ponta Delgada,Ilha de São Miguel
9500-037,Ponta Delgada,Ilha de São Miguel
9545-058,Ponta Delgada,Ilha de São Miguel
9500-027,Ponta Delgada,Ilha de São Miguel
9555-062,Ponta Delgada,Ilha de São Miguel
9500-049,Ponta Delgada,Ilha de São Miguel
9500-085,Ponta Delgada,Ilha de São Miguel
9555-032,Ponta Delgada,Ilha de São Miguel
9500-295,,
9500-081,Ponta Delgada,Ilha de São Miguel
9500-051,Ponta Delgada,Ilha de São Miguel
9555-017,Ponta Delgada,Ilha de São Miguel
9500-088,Ponta Delgada,Ilha de São Miguel
9555-073,Ponta Delgada,Ilha de São Miguel
9545-068,Ponta Delgada,Ilha de São Miguel
9545-080,Ponta Delgada,Ilha de São Miguel
9545-538,,
9500-038,Ponta Delgada,Ilha de São Miguel
9545-038,Ponta Delgada,Ilha de São Miguel
9500-073,Ponta Delgada,Ilha de São Miguel
9555-014,Ponta Delgada,Ilha de São Miguel
9545-062,Ponta Delgada,Ilha de São Miguel
9500-039,Ponta Delgada,Ilha de São Miguel
9500-028,Ponta Delgada,Ilha de São Miguel
9500-069,Ponta Delgada,Ilha de São Miguel
9500-053,Ponta Delgada,Ilha de São Miguel
9545-035,,
9500-021,Ponta Delgada,Ilha de São Miguel
9500-054,Ponta Delgada,Ilha de São Miguel
9555-021,Ponta Delgada,Ilha de São Miguel
9555-033,Ponta Delgada,Ilha de São Miguel
9500-089,Ponta Delgada,Ilha de São Miguel
9500-063,Ponta Delgada,Ilha de São Miguel
9555-018,Ponta Delgada,Ilha de São Miguel
9500-093,Ponta Delgada,Ilha de São Miguel
9500-062,Ponta Delgada,Ilha de São Miguel
9500-035,Ponta Delgada,Ilha de São Miguel
9555-031,Ponta Delgada,Ilha de São Miguel
9545-031,,
9500-080,Ponta Delgada,Ilha de São Miguel
9500-030,Ponta Delgada,Ilha de São Miguel
9545-020,Ponta Delgada,Ilha de São Miguel
9500-091,Ponta Delgada,Ilha de São Miguel
9500-066,Ponta Delgada,Ilha de São Miguel
9500-052,Ponta Delgada,Ilha de São Miguel
9545-052,Ponta Delgada,Ilha de São Miguel
9555-076,Ponta Delgada,Ilha de São Miguel
9555-013,Ponta Delgada,Ilha de São Miguel
9500-010,Ponta Delgada,Ilha de São Miguel
9500-057,Ponta Delgada,Ilha de São Miguel
9500-023,Ponta Delgada,Ilha de São Miguel
9545-051,Ponta Delgada,Ilha de São Miguel
9500-072,Ponta Delgada,Ilha de São Miguel
9555-075,Ponta Delgada,Ilha de São Miguel
9545-059,Ponta Delgada,Ilha de São Miguel
9500-060,Ponta Delgada,Ilha de São Miguel
9500-033,Ponta Delgada,Ilha de São Miguel
9555-019,Ponta Delgada,Ilha de São Miguel
9500-045,Ponta Delgada,Ilha de São Miguel
9500-061,Ponta Delgada,Ilha de São Miguel
9555-045,Ponta Delgada,Ilha de São Miguel
9545-024,Ponta Delgada,Ilha de São Miguel
9500-074,Ponta Delgada,Ilha de São Miguel
9500-084,Ponta Delgada,Ilha de São Miguel
9545-244,,
9545-063,Ponta Delgada,Ilha de São Miguel
9500-059,Ponta Delgada,Ilha de São Miguel
9500-055,Ponta Delgada,Ilha de São Miguel
9504-545,,
9545-030,,
9500-507,,
9545-061,Ponta Delgada,Ilha de São Miguel
9555-081,Ponta Delgada,Ilha de São Miguel
9504-537,,
9555-025,Ponta Delgada,Ilha de São Miguel
9500-086,Ponta Delgada,Ilha de São Miguel
9555-022,Ponta Delgada,Ilha de São Miguel
9500-094,Ponta Delgada,Ilha de São Miguel
9545-060,Ponta Delgada,Ilha de São Miguel
9555-012,Ponta Delgada,Ilha de São Miguel
9500-092,Ponta Delgada,Ilha de São Miguel
9500-012,Ponta Delgada,Ilha de São Miguel
9555-067,Ponta Delgada,Ilha de São Miguel
9600-019,Ribeira Grande,Ilha de São Miguel
9625-202,,
9600-063,Ribeira Grande,Ilha de São Miguel
9625-025,Ribeira Grande,Ilha de São Miguel
9600-057,Ribeira Grande,Ilha de São Miguel
9625-035,Ribeira Grande,Ilha de São Miguel
9600-074,Ribeira Grande,Ilha de São Miguel
9600-067,Ribeira Grande,Ilha de São Miguel
9600-052,Ribeira Grande,Ilha de São Miguel
9625-502,,
9600-069,Ribeira Grande,Ilha de São Miguel
9625-023,Ribeira Grande,Ilha de São Miguel
9600-092,Ribeira Grande,Ilha de São Miguel
9600-083,Ribeira Grande,Ilha de São Miguel
9600-077,Ribeira Grande,Ilha de São Miguel
9600-068,Ribeira Grande,Ilha de São Miguel
9600-055,Ribeira Grande,Ilha de São Miguel
9600-061,Ribeira Grande,Ilha de São Miguel
9625-032,Ribeira Grande,Ilha de São Miguel
9600-093,Ribeira Grande,Ilha de São Miguel
9600-051,Ribeira Grande,Ilha de São Miguel
9600-091,Ribeira Grande,Ilha de São Miguel
9600-072,Ribeira Grande,Ilha de São Miguel
9600-507,,
9625-014,,
9600-054,Ribeira Grande,Ilha de São Miguel
9600-096,,
9600-133,,
9625-203,,
9600-081,Ribeira Grande,Ilha de São Miguel
9600-016,Ribeira Grande,Ilha de São Miguel
9600-579,,
9600-318,,
9600-062,Ribeira Grande,Ilha de São Miguel
9600-095,Ribeira Grande,Ilha de São Miguel
9600-053,Ribeira Grande,Ilha de São Miguel
9600-084,Ribeira Grande,Ilha de São Miguel
9600-075,Ribeira Grande,Ilha de São Miguel
9625-021,Ribeira Grande,Ilha de São Miguel
9600-011,Ribeira Grande,Ilha de São Miguel
9600-020,Ribeira Grande,Ilha de São Miguel
9625-026,Ribeira Grande,Ilha de São Miguel
9600-022,Ribeira Grande,Ilha de São Miguel
9600-085,Ribeira Grande,Ilha de São Miguel
9600-097,Ribeira Grande,Ilha de São Miguel
9600-230,,
9625-022,Ribeira Grande,Ilha de São Miguel
9600-017,Ribeira Grande,Ilha de São Miguel
9625-028,Ribeira Grande,Ilha de São Miguel
9600-089,Ribeira Grande,Ilha de São Miguel
9600-078,Ribeira Grande,Ilha de São Miguel
9625-013,,
9600-058,Ribeira Grande,Ilha de São Miguel
9600-086,Ribeira Grande,Ilha de São Miguel
9625-204,,
9600-071,Ribeira Grande,Ilha de São Miguel
9625-034,Ribeira Grande,Ilha de São Miguel
9600-012,Ribeira Grande,Ilha de São Miguel
9600-502,,
9600-070,Ribeira Grande,Ilha de São Miguel
9600-079,Ribeira Grande,Ilha de São Miguel
9600-073,Ribeira Grande,Ilha de São Miguel
9600-087,Ribeira Grande,Ilha de São Miguel
9600-082,Ribeira Grande,Ilha de São Miguel
9625-060,Ribeira Grande,Ilha de São Miguel
9600-076,Ribeira Grande,Ilha de São Miguel
9600-015,Ribeira Grande,Ilha de São Miguel
9625-031,Ribeira Grande,Ilha de São Miguel
9600-098,Ribeira Grande,Ilha de São Miguel
9600-056,Ribeira Grande,Ilha de São Miguel
9600-059,Ribeira Grande,Ilha de São Miguel
9600-018,Ribeira Grande,Ilha de São Miguel
9600-410,,
9625-029,Ribeira Grande,Ilha de São Miguel
9600-088,Ribeira Grande,Ilha de São Miguel
9600-060,Ribeira Grande,Ilha de São Miguel
9625-030,Ribeira Grande,Ilha de São Miguel
9600-065,Ribeira Grande,Ilha de São Miguel
9600-021,Ribeira Grande,Ilha de São Miguel
9625-027,Ribeira Grande,Ilha de São Miguel
9600-106,,
9600-064,Ribeira Grande,Ilha de São Miguel
9600-090,Ribeira Grande,Ilha de São Miguel
9625-033,Ribeira Grande,Ilha de São Miguel
9560-073,Lagoa,Ilha de São Miguel
9560-013,Lagoa,Ilha de São Miguel
9560-022,Lagoa,Ilha de São Miguel
9560-070,Lagoa,Ilha de São Miguel
9560-052,Lagoa,Ilha de São Miguel
9560-037,Lagoa,Ilha de São Miguel
9560-041,Lagoa,Ilha de São Miguel
9560-033,,
9560-024,Lagoa,Ilha de São Miguel
9560-087,Lagoa,Ilha de São Miguel
9560-030,,
9560-077,Lagoa,Ilha de São Miguel
9560-066,,
9560-061,Lagoa,Ilha de São Miguel
9560-038,Lagoa,Ilha de São Miguel
9560-080,Lagoa,Ilha de São Miguel
9560-054,Lagoa,Ilha de São Miguel
9560-050,Lagoa,Ilha de São Miguel
9560-042,Lagoa,Ilha de São Miguel
9560-097,Lagoa,Ilha de São Miguel
9560-086,Lagoa,Ilha de São Miguel
9560-082,Lagoa,Ilha de São Miguel
9560-035,Lagoa,Ilha de São Miguel
9560-048,Lagoa,Ilha de São Miguel
9560-084,Lagoa,Ilha de São Miguel
9560-064,Lagoa,Ilha de São Miguel
9560-067,Lagoa,Ilha de São Miguel
9560-094,Lagoa,Ilha de São Miguel
9560-020,Lagoa,Ilha de São Miguel
9560-095,Lagoa,Ilha de São Miguel
9560-093,Lagoa,Ilha de São Miguel
9560-083,Lagoa,Ilha de São Miguel
9560-053,Lagoa,Ilha de São Miguel
9560-055,Lagoa,Ilha de São Miguel
9560-026,Lagoa,Ilha de São Miguel
9560-031,Lagoa,Ilha de São Miguel
9560-057,Lagoa,Ilha de São Miguel
9560-021,Lagoa,Ilha de São Miguel
9560-072,,
9560-036,Lagoa,Ilha de São Miguel
9560-017,Lagoa,Ilha de São Miguel
9560-090,Lagoa,Ilha de São Miguel
9560-096,Lagoa,Ilha de São Miguel
9560-089,Lagoa,Ilha de São Miguel
9560-027,Lagoa,Ilha de São Miguel
9560-014,Lagoa,Ilha de São Miguel
9560-137,,
9560-051,Lagoa,Ilha de São Miguel
9560-245,,
9560-029,Lagoa,Ilha de São Miguel
9560-039,Lagoa,Ilha de São Miguel
9560-078,Lagoa,Ilha de São Miguel
9560-088,Lagoa,Ilha de São Miguel
9560-063,Lagoa,Ilha de São Miguel
9560-011,Lagoa,Ilha de São Miguel
9560-010,Lagoa,Ilha de São Miguel
9560-043,Lagoa,Ilha de São Miguel
9560-060,Lagoa,Ilha de São Miguel
9560-126,,
9560-085,Lagoa,Ilha de São Miguel
9560-062,Lagoa,Ilha de São Miguel
9560-059,Lagoa,Ilha de São Miguel
9560-046,Lagoa,Ilha de São Miguel
9560-091,Lagoa,Ilha de São Miguel
9560-099,Lagoa,Ilha de São Miguel
9560-079,Lagoa,Ilha de São Miguel
9560-098,Lagoa,Ilha de São Miguel
9560-065,Lagoa,Ilha de São Miguel
9560-075,Lagoa,Ilha de São Miguel
9560-081,Lagoa,Ilha de São Miguel
9560-044,Lagoa,Ilha de São Miguel
9560-058,Lagoa,Ilha de São Miguel
9560-015,Lagoa,Ilha de São Miguel
9560-047,Lagoa,Ilha de São Miguel
9560-074,Lagoa,Ilha de São Miguel
9560-071,Lagoa,Ilha de São Miguel
9560-049,Lagoa,Ilha de São Miguel
9680-423,,
9680-060,,
9680-028,Vila Franca do Campo,Ilha de São Miguel
9680-015,,
9680-441,,
9680-183,,
9680-464,,
9680-027,Vila Franca do Campo,Ilha de São Miguel
9680-024,Vila Franca do Campo,Ilha de São Miguel
9680-454,,
9680-468,,
9680-017,Vila Franca do Campo,Ilha de São Miguel
9680-019,Vila Franca do Campo,Ilha de São Miguel
9680-018,Vila Franca do Campo,Ilha de São Miguel
9680-434,,
9680-148,,
9680-022,Vila Franca do Campo,Ilha de São Miguel
9680-437,,
9680-428,,
9680-025,Vila Franca do Campo,Ilha de São Miguel
9680-520,,
9680-029,,
9680-430,,
9680-026,Vila Franca do Campo,Ilha de São Miguel
9680-466,,
9680-442,,
9680-421,,
9680-016,Vila Franca do Campo,Ilha de São Miguel
9680-021,Vila Franca do Campo,Ilha de São Miguel
9680-023,,
8100-512,Loulé,Faro
8125-602,Loulé,Faro
8100-330,Loulé,Faro
8125-135,Loulé,Faro
8800-124,Tavira,Faro
3260-000,,
1990-087,Lisboa,Lisboa
1685-930,Odivelas,Lisboa
3040-630,Coimbra,Coimbra
2435-683,Ourém,Santarém
9060-204,Funchal,Ilha da Madeira
9000-011,Funchal,Ilha da Madeira
9020-037,Funchal,Ilha da Madeira
9050-221,Funchal,Ilha da Madeira
9060-027,Funchal,Ilha da Madeira
9020-148,Funchal,Ilha da Madeira
9060-429,Funchal,Ilha da Madeira
9000-117,Funchal,Ilha da Madeira
9050-099,Funchal,Ilha da Madeira
9020-119,Funchal,Ilha da Madeira
9060-246,Funchal,Ilha da Madeira
9020-422,Funchal,Ilha da Madeira
9020-121,Funchal,Ilha da Madeira
9020-259,Funchal,Ilha da Madeira
9050-095,Funchal,Ilha da Madeira
9020-151,Funchal,Ilha da Madeira
9020-128,Funchal,Ilha da Madeira
9020-132,Funchal,Ilha da Madeira
9020-191,Funchal,Ilha da Madeira
9050-014,Funchal,Ilha da Madeira
9060-174,Funchal,Ilha da Madeira
9050-022,Funchal,Ilha da Madeira
9020-214,Funchal,Ilha da Madeira
9020-349,Funchal,Ilha da Madeira
9000-211,Funchal,Ilha da Madeira
9050-097,Funchal,Ilha da Madeira
9000-155,Funchal,Ilha da Madeira
9060-082,Funchal,Ilha da Madeira
9000-270,Funchal,Ilha da Madeira
9000-119,Funchal,Ilha da Madeira
9020-201,Funchal,Ilha da Madeira
9000-619,Funchal,Ilha da Madeira
9020-097,Funchal,Ilha da Madeira
9060-141,Funchal,Ilha da Madeira
9050-458,Funchal,Ilha da Madeira
9050-085,Funchal,Ilha da Madeira
9060-313,Funchal,Ilha da Madeira
9050-073,Funchal,Ilha da Madeira
9060-147,Funchal,Ilha da Madeira
9050-072,Funchal,Ilha da Madeira
9020-270,Funchal,Ilha da Madeira
9020-149,Funchal,Ilha da Madeira
9020-391,Funchal,Ilha da Madeira
9000-069,Funchal,Ilha da Madeira
9060-173,Funchal,Ilha da Madeira
9050-218,Funchal,Ilha da Madeira
9000-653,Funchal,Ilha da Madeira
9020-129,Funchal,Ilha da Madeira
9020-004,Funchal,Ilha da Madeira
9060-395,Funchal,Ilha da Madeira
9000-224,Funchal,Ilha da Madeira
9060-400,Funchal,Ilha da Madeira
9020-343,Funchal,Ilha da Madeira
9050-219,Funchal,Ilha da Madeira
9020-234,Funchal,Ilha da Madeira
9060-007,Funchal,Ilha da Madeira
9270-156,Porto Moniz,Ilha da Madeira
9360-531,Ponta do Sol,Ilha da Madeira
9360-554,Ponta do Sol,Ilha da Madeira
9360-576,Ponta do Sol,Ilha da Madeira
9360-572,Ponta do Sol,Ilha da Madeira
9240-121,São Vicente,Ilha da Madeira
9300-047,Câmara de Lobos,Ilha da Madeira
9370-083,Calheta,Ilha da Madeira
9370-546,Calheta,Ilha da Madeira
9400-134,Porto Santo,Ilha de Porto Santo
9400-129,Porto Santo,Ilha de Porto Santo
9400-220,Porto Santo,Ilha de Porto Santo
9400-231,Porto Santo,Ilha de Porto Santo
9400-110,,
9400-237,Porto Santo,Ilha de Porto Santo
9400-194,Porto Santo,Ilha de Porto Santo
9400-100,Porto Santo,Ilha de Porto Santo
9400-168,Porto Santo,Ilha de Porto Santo
9400-141,Porto Santo,Ilha de Porto Santo
9400-179,Porto Santo,Ilha de Porto Santo
9400-055,Porto Santo,Ilha de Porto Santo
9400-128,Porto Santo,Ilha de Porto Santo
9400-125,Porto Santo,Ilha de Porto Santo
9400-050,Porto Santo,Ilha de Porto Santo
9400-185,Porto Santo,Ilha de Porto Santo
9400-234,Porto Santo,Ilha de Porto Santo
9580-012,Vila do Porto,Ilha de Santa Maria
9580-030,Vila do Porto,Ilha de Santa Maria
9580-024,Vila do Porto,Ilha de Santa Maria
9580-011,Vila do Porto,Ilha de Santa Maria
9580-475,,
9580-019,Vila do Porto,Ilha de Santa Maria
9580-018,Vila do Porto,Ilha de Santa Maria
9630-049,Nordeste,Ilha de São Miguel
9630-016,Nordeste,Ilha de São Miguel
9630-082,Nordeste,Ilha de São Miguel
9630-019,Nordeste,Ilha de São Miguel
9630-050,Nordeste,Ilha de São Miguel
9630-083,Nordeste,Ilha de São Miguel
9630-051,Nordeste,Ilha de São Miguel
9630-045,Nordeste,Ilha de São Miguel
9630-043,Nordeste,Ilha de São Miguel
9630-042,Nordeste,Ilha de São Miguel
9630-087,Nordeste,Ilha de São Miguel
9630-081,Nordeste,Ilha de São Miguel
9630-021,Nordeste,Ilha de São Miguel
9630-044,Nordeste,Ilha de São Miguel
9630-086,Nordeste,Ilha de São Miguel
9630-090,Nordeste,Ilha de São Miguel
9630-014,Nordeste,Ilha de São Miguel
9630-091,Nordeste,Ilha de São Miguel
9675-038,Povoação,Ilha de São Miguel
9675-057,Povoação,Ilha de São Miguel
9650-018,Povoação,Ilha de São Miguel
9650-022,Povoação,Ilha de São Miguel
9675-024,Povoação,Ilha de São Miguel
9675-058,Povoação,Ilha de São Miguel
9675-064,Povoação,Ilha de São Miguel
9650-015,Povoação,Ilha de São Miguel
9675-052,Povoação,Ilha de São Miguel
9675-041,Povoação,Ilha de São Miguel
9675-040,Povoação,Ilha de São Miguel
9675-039,,
9675-055,Povoação,Ilha de São Miguel
9675-030,Povoação,Ilha de São Miguel
9675-069,Povoação,Ilha de São Miguel
9675-042,Povoação,Ilha de São Miguel
9545-057,Ponta Delgada,Ilha de São Miguel
